X,Y,DiffractionLoss,FoliageLoss,Distance,BaseEffAntHeight,BreakPointDistance,V,ReferencePathloss,RayExists,RayTotalLength,NumberOfReflection,NumberOfDiffraction,WorstKnifeEdgeDistance,WorstKnifeEdgeClearHeight,isConsistent,nearPathloss,DistanceKm,DistanceKmAlongRadial,clutterValue,pointIndex,isLoS,survey
919773.875,3951568.5,0,0,1.312928,489.9389,0.7349084,-17.09544,102.866,1,1.268511,0,0,0,0,TRUE,87.39773,0.02055551,0.02018214,21,10,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919774.6875,3951568,0,0,1.312999,489.9389,0.7349084,-17.09399,99.908,1,1.268511,0,0,0,0,TRUE,87.39915,0.02055887,0.02018557,21,10,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919776.3125,3951569.5,0,0,1.353088,489.9389,0.7349084,-16.37558,99.293,1,1.268511,0,0,0,0,TRUE,88.20091,0.02254694,0.02220708,21,11,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919776.8125,3951569.25,0,0,1.353132,489.9389,0.7349084,-16.37473,103.168,1,1.268511,0,0,0,0,TRUE,88.20179,0.02254923,0.0222094,21,11,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919790.375,3951563.25,0,0,1.456329,489.9389,0.7349084,-14.40882,107.269,1,1.457254,0,0,0,0,TRUE,90.26575,0.02859758,0.0283304,21,14,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919792.0625,3951564.25,0,0,1.485762,489.9389,0.7349084,-13.93883,109.645,1,1.457254,0,0,0,0,TRUE,90.85439,0.03060283,0.0303533,21,15,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919793.8125,3951565.25,0,0,1.513359,489.9389,0.7349084,-13.53385,111.325,1,1.457254,0,0,0,0,TRUE,91.40635,0.03261065,0.0323766,23,16,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919795.625,3951566.25,0,0,1.539335,489.9389,0.7349084,-13.09224,114.745,1,1.457254,0,0,0,0,TRUE,91.92587,0.03462064,0.03440027,23,17,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919795.6875,3951566,0,0,1.539342,489.9389,0.7349084,-13.09213,114.065,1,1.457254,0,0,0,0,TRUE,91.926,0.0346212,0.03440084,23,17,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919797.625,3951566.75,0,0,1.563879,489.9389,0.7349084,-12.70753,111.884,1,1.457254,0,0,0,0,TRUE,92.41674,0.03663355,0.03642536,23,18,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919797.6875,3951566.5,0,0,1.563882,489.9389,0.7349084,-12.70748,114.544,1,1.457254,0,0,0,0,TRUE,92.4168,0.0366338,0.03642561,23,18,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919799.4375,3951567.5,0,0,1.587109,489.9389,0.7349084,-12.36975,115.332,1,1.457254,0,0,0,0,TRUE,92.88135,0.03864643,0.03844914,21,19,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919799.8125,3951566.75,0,0,1.587138,489.9389,0.7349084,-12.36933,107.932,1,1.457254,0,0,0,0,TRUE,92.88193,0.03864901,0.03845173,23,19,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919802.125,3951566.75,0,0,1.607228,489.9389,0.7349084,-12.06971,109.707,1,1.457254,0,0,0,0,TRUE,93.28373,0.04047887,0.04047887,23,20,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919802.3125,3951566.25,0,0,1.607243,489.9389,0.7349084,-12.06951,113.057,1,1.457254,0,0,0,0,TRUE,93.28403,0.04048027,0.04048027,23,20,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919803.1875,3951564.25,29.73698,0,1.607311,494.5324,0.190772,6.959271,111.911,1,1.609913,0,0,30.36494,1.423172,TRUE,103.1206,0.04048659,0.04048659,21,20,FALSE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919780.0625,3951556.5,0,0,1.221561,489.9389,0.7349084,-19.14059,107.262,1,1.457254,0,0,0,0,TRUE,85.57038,0.01665563,0.01619259,23,8,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919781.875,3951557.5,0,0,1.270192,489.9389,0.7349084,-17.97195,110.216,1,1.457254,0,0,0,0,TRUE,86.54301,0.01862912,0.01821632,23,9,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919781.8125,3951557.5,0,0,1.270178,489.9389,0.7349084,-17.97226,105.286,1,1.457254,0,0,0,0,TRUE,86.54272,0.01862851,0.01821569,21,9,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919783.3125,3951559.25,0,0,1.314065,489.9389,0.7349084,-17.07224,119.485,1,1.457254,0,0,0,0,TRUE,87.42046,0.02060939,0.02023702,21,10,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919784.875,3951560.5,0,0,1.354072,489.9389,0.7349084,-16.35646,121.155,1,1.457254,0,0,0,0,TRUE,88.2206,0.02259811,0.02225903,21,11,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919785.0625,3951560.25,0,0,1.354095,489.9389,0.7349084,-16.35602,117.033,1,1.457254,0,0,0,0,TRUE,88.22105,0.02259927,0.02226022,21,11,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919786.6875,3951561.5,0,0,1.390824,489.9389,0.7349084,-15.62846,104.524,1,1.457254,0,0,0,0,TRUE,88.95564,0.02459369,0.0242825,21,12,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919786.6875,3951561.5,0,0,1.390831,489.9389,0.7349084,-15.62833,105.545,1,1.457254,0,0,0,0,TRUE,88.95577,0.02459408,0.02428289,21,12,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919788.375,3951562.5,0,0,1.424765,489.9389,0.7349084,-14.96395,105.085,1,1.457254,0,0,0,0,TRUE,89.63447,0.02659287,0.02630534,21,13,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919788.5625,3951562.25,0,0,1.424788,489.9389,0.7349084,-14.96354,104.282,1,1.457254,0,0,0,0,TRUE,89.63493,0.02659429,0.02630677,23,13,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919790.4375,3951563,0,0,1.456336,489.9389,0.7349084,-14.40871,105.702,1,1.457254,0,0,0,0,TRUE,90.26588,0.028598,0.02833083,21,14,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919765.125,3951550.25,0,0,0.5910661,3574.848,11033.44,-1,90.537,1,0.5910878,0,0,0,0,TRUE,72.96048,0.003900013,1.00E-05,21,0,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919767.1875,3951550.5,0,0,0.6429023,489.9389,0.7349084,-1,92.482,1,0.5910878,0,0,0,0,TRUE,73.99721,0.004394427,0.00202509,21,1,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919767.125,3951550.5,0,0,0.6428981,489.9389,0.7349084,-1,98.607,1,0.5910878,0,0,0,0,TRUE,73.99712,0.004394385,0.002024999,21,1,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919769,3951551.5,0,0,0.7498811,489.9389,0.7349084,-46.313,95.69,1,0.5910878,0,0,0,0,TRUE,76.13678,0.005621874,0.004049131,23,2,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919770.875,3951552.25,0,0,0.8583925,489.9389,0.7349084,-32.50544,109.586,1,0.5910878,0,0,0,0,TRUE,78.30701,0.007217595,0.006073194,23,3,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919770.8125,3951552.5,0,0,0.8583697,489.9389,0.7349084,-32.50665,103.753,1,0.5910878,0,0,0,0,TRUE,78.30656,0.007217216,0.006072742,23,3,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919772.75,3951553,0,0,0.9536467,489.9389,0.7349084,-27.07646,103.273,1,0.5910878,0,0,0,0,TRUE,80.2121,0.008987661,0.008097409,21,4,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919772.75,3951553,0,0,0.9536359,489.9389,0.7349084,-27.07687,109.035,1,0.5910878,0,0,0,0,TRUE,80.21188,0.008987439,0.008097163,21,4,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919774.5,3951554,0,0,1.035273,489.9389,0.7349084,-24.14681,112.53,1,0.5910878,0,0,0,0,TRUE,81.84463,0.01084609,0.01012066,21,5,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919776.3125,3951555,0,0,1.105677,489.9389,0.7349084,-22.30781,111.544,1,0.5910878,0,0,0,0,TRUE,83.25269,0.01275489,0.01214402,21,6,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919776.3125,3951555,0,0,1.105677,489.9389,0.7349084,-22.30781,107.428,1,0.5910878,0,0,0,0,TRUE,83.25269,0.01275489,0.01214402,21,6,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919778.25,3951555.5,0,0,1.167198,489.9389,0.7349084,-20.71869,111.16,1,1.268511,0,0,0,0,TRUE,84.48312,0.01469596,0.01416903,23,7,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919778.3125,3951555.5,0,0,1.1672,489.9389,0.7349084,-20.71863,103.775,1,1.268511,0,0,0,0,TRUE,84.48316,0.01469604,0.0141691,23,7,TRUE,RAA1323000312_1_PCI 209__1m_Ave_Filter_Road_Open
919640.375,3951564.25,55.65006,0,2.098797,408.0657,0.1574164,5.286397,116.086,1,2.09982,0,1,62.77221,4.53323,TRUE,126.5377,0.1255444,0.1255444,21,62,FALSE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919648.375,3951562.5,53.88464,0,2.069837,441.3711,0.1702643,7.419311,113.996,1,2.09982,0,1,62.77274,4.667684,TRUE,125.0935,0.1174457,0.1174457,21,58,FALSE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919629.8125,3951560,35.58,0,2.132501,423.5179,0.4058088,1.779134,115.763,1,2.09982,0,1,66.82523,4.504174,TRUE,122.2448,0.1356754,0.1356754,21,67,FALSE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919721.0625,3951556.5,39.52759,0,1.651422,469.3327,0.2088571,21.34691,120.979,1,1.651299,0,0,30.37215,4.925956,TRUE,107.2378,0.04481486,0.04454582,21,22,FALSE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919721.375,3951558.5,46.00492,0,1.651391,520.5542,0.2008102,44.97797,116.049,1,1.651299,0,0,36.44391,8.594721,TRUE,108.9857,0.04481161,0.04454255,21,22,FALSE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919720.75,3951553.75,0,0,1.651461,466.596,0.5499948,-8.970715,121.277,1,1.651299,0,0,0,0,TRUE,94.16839,0.04481891,0.04454989,21,22,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919720.875,3951555.25,0,0,1.651443,468.2204,0.5167568,-8.472731,124.099,1,1.651299,0,0,0,0,TRUE,94.16801,0.04481697,0.04454794,21,22,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919718.5625,3951551.25,0,0,1.670565,463.2189,0.6308894,-9.274521,110.449,1,1.651299,0,0,0,0,TRUE,94.55046,0.04683441,0.04657703,21,23,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919718.625,3951552.5,0,0,1.670558,463.8527,0.6129093,-9.235705,109.389,1,1.651299,0,0,0,0,TRUE,94.55032,0.04683363,0.04657625,21,23,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919670,3951547,0,0,1.978551,513.1926,0.8953991,-7.860184,115.83,1,1.979023,0,0,0,0,TRUE,100.7102,0.0951812,0.0951812,23,47,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919670,3951547,0,0,1.978551,513.2082,0.8955348,-7.860184,118.435,1,1.979023,0,0,0,0,TRUE,100.7102,0.0951812,0.0951812,23,47,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919672.0625,3951547,0,0,1.969211,512.2936,0.9049921,-7.944439,117.265,1,1.979023,0,0,0,0,TRUE,100.5234,0.09315607,0.09315607,23,46,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919674.0625,3951547.25,0,0,1.959666,511.2816,0.9151898,-8.03306,116.92,1,1.979023,0,0,0,0,TRUE,100.3325,0.09113093,0.09113093,23,45,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919674.0625,3951547.25,0,0,1.959666,511.3081,0.9154786,-8.033061,119.78,1,1.979023,0,0,0,0,TRUE,100.3325,0.09113093,0.09113093,23,45,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919678.125,3951546.75,0,0,1.939922,507.9762,0.9247838,-8.219341,117.427,1,1.979023,0,0,0,0,TRUE,99.9376,0.08708072,0.08708072,23,43,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919680.1875,3951546.25,0,0,1.929703,506.077,0.9268255,-8.314579,120.073,1,1.979023,0,0,0,0,TRUE,99.73322,0.0850556,0.0850556,23,42,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919680.1875,3951546.25,0,0,1.929703,506.0769,0.9268241,-8.314579,117.186,1,1.979023,0,0,0,0,TRUE,99.73322,0.0850556,0.0850556,23,42,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919682.1875,3951546.5,0,0,1.919237,504.6564,0.9385118,-8.434516,118.846,1,1.919798,0,0,0,0,TRUE,99.52391,0.08303047,0.08303047,23,41,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919718.5625,3951549.25,0,0,1.670443,464.6061,0.6881951,-9.664979,106.42,1,1.651299,0,0,0,0,TRUE,94.54803,0.0468213,0.04657792,21,23,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919765.125,3951550.25,0,0,0.5910661,3574.848,11033.44,-1,78.826,1,0.5910878,0,0,0,0,TRUE,72.96048,0.003900013,1.00E-05,21,0,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919684.25,3951545.75,0,0,1.908514,502.3113,0.9314951,-8.597105,110.101,1,1.919798,0,0,0,0,TRUE,99.30943,0.08100532,0.08100532,23,40,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919686.3125,3951545.5,0,0,1.897518,500.4373,0.934311,-8.788473,120.761,1,1.919798,0,0,0,0,TRUE,99.08952,0.07898015,0.07898015,23,39,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919686.3125,3951545.25,0,0,1.897518,500.1688,0.9249628,-8.770697,118.261,1,1.919798,0,0,0,0,TRUE,99.08952,0.0789801,0.0789801,23,39,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919688.375,3951544.75,0,0,1.886236,498.2914,0.9232355,-8.968113,116.14,1,1.919798,0,0,0,0,TRUE,98.86388,0.07695489,0.07695489,21,38,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919688.4375,3951544.25,0,0,1.886236,498.0331,0.9090914,-8.935044,116.675,1,1.919798,0,0,0,0,TRUE,98.86388,0.07695478,0.07695478,21,38,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919690.5,3951543.75,0,0,1.874652,496.1667,0.8958181,-8.892002,111.705,1,1.919798,0,0,0,0,TRUE,98.63221,0.07492942,0.07492942,21,37,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919690.5,3951543.5,0,0,1.874652,495.9492,0.8896813,-8.892008,105.413,1,1.919798,0,0,0,0,TRUE,98.63219,0.07492931,0.07492931,21,37,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919692.5625,3951543.5,0,0,1.862752,494.4099,0.8958707,-9.101921,104.133,1,1.919798,0,0,0,0,TRUE,98.3942,0.07290413,0.07290413,21,36,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919700.6875,3951543.75,0,0,1.811598,487.3969,0.9228632,-9.798524,101.014,1,1.81227,0,0,0,0,TRUE,97.37112,0.06480345,0.06480345,21,32,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919702.6875,3951544,0,0,1.79781,484.8874,0.9439788,-10.05253,100.229,1,1.81227,0,0,0,0,TRUE,97.09537,0.06277842,0.06277842,21,31,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919702.75,3951543.5,0,0,1.797809,485.6537,0.9217173,-9.736992,102.321,1,1.81227,0,0,0,0,TRUE,97.09534,0.06277817,0.06277817,21,31,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919755.75,3951546.5,0,0,1.035283,489.9389,0.7349084,-24.14651,96.518,1,0.5910878,0,0,0,0,TRUE,81.84482,0.01084633,0.01012091,21,5,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919755.75,3951546.5,0,0,1.035279,489.9389,0.7349084,-24.14663,93.515,1,0.5910878,0,0,0,0,TRUE,81.84474,0.01084624,0.01012081,21,5,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919757.6875,3951547,0,0,0.9535983,489.9389,0.7349084,-27.07832,86.942,1,0.5910878,0,0,0,0,TRUE,80.21113,0.008986658,0.008096297,8,4,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919759.75,3951547.5,0,0,0.8582813,489.9389,0.7349084,-32.51134,81.861,1,0.5910878,0,0,0,0,TRUE,78.30479,0.007215747,0.006070997,21,3,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919761.6875,3951548.25,0,0,0.7497237,489.9389,0.7349084,-46.32928,72.579,1,0.5910878,0,0,0,0,TRUE,76.13364,0.005619836,0.004046302,21,2,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919761.6875,3951548,0,0,0.749715,489.9389,0.7349084,-46.33017,72.519,1,0.5910878,0,0,0,0,TRUE,76.13346,0.005619724,0.004046145,21,2,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919763.375,3951549.25,0,0,0.6428172,489.9389,0.7349084,-1,72.904,1,0.5910878,0,0,0,0,TRUE,73.99551,0.004393566,0.002023221,21,1,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919694.625,3951543,0,0,1.850516,492.7203,0.8877615,-9.40658,102.273,1,1.81227,0,0,0,0,TRUE,98.14948,0.07087875,0.07087875,21,35,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919694.6875,3951542.5,0,0,1.850515,492.6179,0.8731955,-9.380315,105.558,1,1.81227,0,0,0,0,TRUE,98.14945,0.07087849,0.07087849,21,35,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919696.6875,3951542.75,0,0,1.837925,491.2062,0.8807928,-9.431793,107.705,1,1.81227,0,0,0,0,TRUE,97.89767,0.06885336,0.06885336,21,34,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919696.6875,3951542.75,0,0,1.837925,491.2075,0.8792128,-9.431795,112.703,1,1.81227,0,0,0,0,TRUE,97.89766,0.06885333,0.06885333,21,34,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919698.75,3951542.75,0,0,1.82496,489.6826,0.8871539,-9.485993,101.593,1,1.81227,0,0,0,0,TRUE,97.63835,0.06682818,0.06682818,21,33,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919698.75,3951542.75,0,0,1.82496,489.6992,0.885664,-9.485995,100.268,1,1.81227,0,0,0,0,TRUE,97.63835,0.06682815,0.06682815,21,33,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919700.75,3951543,0,0,1.811595,488.0438,0.8943021,-9.565225,102.309,1,1.81227,0,0,0,0,TRUE,97.37106,0.06480302,0.06480302,21,32,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919700.75,3951542.75,0,0,1.811595,488.0685,0.89315,-9.565227,102.474,1,1.81227,0,0,0,0,TRUE,97.37106,0.064803,0.064803,21,32,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919704.8125,3951543.25,0,0,1.783566,484.27,0.912385,-9.84832,102.281,1,1.81227,0,0,0,0,TRUE,96.81048,0.06075273,0.06075273,21,30,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919704.8125,3951543,0,0,1.783565,484.5044,0.9068615,-9.848329,104.011,1,1.81227,0,0,0,0,TRUE,96.81046,0.06075262,0.06075262,21,30,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919706.875,3951543.25,0,0,1.768841,482.413,0.8038426,-9.206311,106.441,1,1.81227,0,0,0,0,TRUE,96.51599,0.05872747,0.05872747,21,29,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919706.875,3951543,0,0,1.768841,482.5551,0.8034387,-9.222739,106.571,1,1.81227,0,0,0,0,TRUE,96.51598,0.05872742,0.05872742,21,29,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919708.9375,3951543,0,0,1.753599,482.349,0.6806841,-8.510511,104.249,1,1.81227,0,0,0,0,TRUE,96.21114,0.05670204,0.05670204,21,28,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919711,3951542.75,0,0,1.737803,483.4883,0.6541284,-8.649497,105.697,1,1.81227,0,0,0,0,TRUE,95.89521,0.05467673,0.05467673,21,27,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919711,3951542.5,0,0,1.7378,484.0567,0.6694714,-8.901343,110.119,1,1.81227,0,0,0,0,TRUE,95.89517,0.05467647,0.05467647,21,27,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919713.0625,3951542.25,0,0,1.721407,485.3269,0.7500943,-10.40062,105.659,1,1.723058,0,0,0,0,TRUE,95.5673,0.05265103,0.05265103,23,26,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919713.125,3951542,0,0,1.721404,485.7141,0.756235,-10.55958,103.261,1,1.723058,0,0,0,0,TRUE,95.56725,0.0526507,0.0526507,23,26,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919715.1875,3951542,0,0,1.704368,485.6288,0.8209817,-11.1544,102.121,1,1.723058,0,0,0,0,TRUE,95.22652,0.05062534,0.05062534,23,25,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919715.25,3951541.75,0,0,1.704365,485.9728,0.8139777,-11.15444,105.1,1,1.723058,0,0,0,0,TRUE,95.22646,0.05062497,0.05062497,23,25,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919717.3125,3951541.75,0,0,1.686632,485.1903,0.8131027,-11.21387,108.784,1,1.723058,0,0,0,0,TRUE,94.87181,0.04859957,0.04859957,23,24,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919740,3951542.5,0,0,1.424995,489.9389,0.7349084,-14.9599,113.529,1,1.424809,0,0,0,0,TRUE,89.63907,0.02660696,0.02631958,21,13,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919741.9375,3951543,0,0,1.39104,489.9389,0.7349084,-15.62446,105.896,1,1.424809,0,0,0,0,TRUE,88.95997,0.02460597,0.02429493,21,12,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919741.9375,3951543.25,0,0,1.391043,489.9389,0.7349084,-15.62441,105.795,1,1.424809,0,0,0,0,TRUE,88.96003,0.02460613,0.0242951,21,12,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919743.875,3951543.75,0,0,1.354288,489.9389,0.7349084,-16.35226,103.556,1,1.424809,0,0,0,0,TRUE,88.22492,0.02260935,0.02227044,21,11,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919743.9375,3951543.5,0,0,1.35428,489.9389,0.7349084,-16.35242,104.821,1,1.424809,0,0,0,0,TRUE,88.22476,0.02260892,0.02227001,21,11,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919745.9375,3951544,0,0,1.314228,489.9389,0.7349084,-17.06891,100.583,1,1.424809,0,0,0,0,TRUE,87.42373,0.02061713,0.0202449,21,10,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919747.9375,3951544.25,0,0,1.27027,489.9389,0.7349084,-17.97027,101.615,1,1.424809,0,0,0,0,TRUE,86.54456,0.01863245,0.01821972,21,9,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919748.0625,3951544,0,0,1.270251,489.9389,0.7349084,-17.97069,99.66,1,1.424809,0,0,0,0,TRUE,86.54417,0.01863162,0.01821887,21,9,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919750.0625,3951544.5,0,0,1.221595,489.9389,0.7349084,-19.13979,100.577,1,1.424809,0,0,0,0,TRUE,85.57107,0.01665694,0.01619394,21,8,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919750.0625,3951544.25,0,0,1.221593,489.9389,0.7349084,-19.13984,101.067,1,1.424809,0,0,0,0,TRUE,85.57102,0.01665686,0.01619386,21,8,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919751.9375,3951545,0,0,1.167215,489.9389,0.7349084,-20.71825,98.974,1,1.424809,0,0,0,0,TRUE,84.48346,0.01469654,0.01416962,21,7,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919752,3951545,0,0,1.167209,489.9389,0.7349084,-20.71842,103.769,1,1.424809,0,0,0,0,TRUE,84.48333,0.01469632,0.0141694,21,7,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919753.9375,3951545.5,0,0,1.105689,489.9389,0.7349084,-22.30746,96.848,1,0.5910878,0,0,0,0,TRUE,83.25294,0.01275525,0.0121444,21,6,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919754.0625,3951545.25,0,0,1.105668,489.9389,0.7349084,-22.30806,97.043,1,0.5910878,0,0,0,0,TRUE,83.25252,0.01275463,0.01214375,21,6,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919719.375,3951541.5,0,0,1.668145,484.5433,0.810891,-11.31736,100.184,1,1.723058,0,0,0,0,TRUE,94.50206,0.04657415,0.04657415,23,23,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
919719.375,3951541.5,0,0,1.668143,484.8214,0.8070068,-11.31738,105.293,1,1.723058,0,0,0,0,TRUE,94.50202,0.04657396,0.04657396,23,23,TRUE,RAA1323000312_2_PCI 210__1m_Ave_Filter_Road_Open
