X,Y,DiffractionLoss,FoliageLoss,Distance,BaseEffAntHeight,BreakPointDistance,V,ReferencePathloss,RayExists,RayTotalLength,NumberOfReflection,NumberOfDiffraction,WorstKnifeEdgeDistance,WorstKnifeEdgeClearHeight,isConsistent,nearPathloss,DistanceKm,DistanceKmAlongRadial,clutterValue,pointIndex,isLoS,survey
920289.4375,3950446,0,0,1.615353,531.2695,1.293901,-16.69984,105.275,1,1.615301,0,0,0,0,TRUE,93.44623,0.04124329,0.04095079,21,20,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920289.4375,3950444.75,0,0,1.615403,532.2239,1.295694,-16.61752,103.209,1,1.615301,0,0,0,0,TRUE,93.44723,0.04124804,0.040951,21,20,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920291.625,3950443.25,0,0,1.594198,522.7693,1.10413,-15.33134,102.924,1,1.615301,0,0,0,0,TRUE,93.02312,0.0392824,0.03890327,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920291.75,3950442,0,0,1.594485,521.7867,1.025931,-14.87908,101.717,1,1.615301,0,0,0,0,TRUE,93.02885,0.03930834,0.03890272,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920291.9375,3950440.5,0,0,1.594783,520.8815,0.9452363,-14.44125,115.896,1,1.615301,0,0,0,0,TRUE,93.03482,0.03933534,0.03890168,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920292.1875,3950439,0,0,1.594887,520.9305,0.9125883,-14.27207,109.701,1,1.615301,0,0,0,0,TRUE,93.03691,0.0393448,0.03890002,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920294.1875,3950439.5,0,0,1.571963,518.5235,0.8837743,-13.96356,112.387,1,1.615301,0,0,0,0,TRUE,92.57842,0.03732185,0.03685266,21,18,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920278.1875,3950436,0,0,1.726167,558.6853,1.347847,-14.60437,111.477,1,1.615301,0,0,0,0,TRUE,95.6625,0.05323128,0.05323128,21,26,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920280.25,3950436.25,0,0,1.709132,551.9459,1.371508,-15.53281,114.625,1,1.615301,0,0,0,0,TRUE,95.3218,0.05118373,0.05118373,21,25,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920282.25,3950436.5,0,0,1.693839,544.2603,1.262094,-15.36345,112.144,1,1.615301,0,0,0,0,TRUE,95.01593,0.0494127,0.04913614,21,24,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920282.3125,3950436.5,0,0,1.693845,544.081,1.260049,-15.35404,110.204,1,1.615301,0,0,0,0,TRUE,95.01606,0.04941341,0.04913605,21,24,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920284.25,3950437,0,0,1.675747,538.5974,1.189695,-15.14029,108.362,1,1.615301,0,0,0,0,TRUE,94.6541,0.04739656,0.04708907,23,23,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920286.1875,3950437.75,0,0,1.65681,533.3923,1.151782,-15.15335,115.733,1,1.615301,0,0,0,0,TRUE,94.27537,0.04537434,0.04504201,21,22,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920286.1875,3950437.75,0,0,1.656823,533.2792,1.146727,-15.11022,111.423,1,1.615301,0,0,0,0,TRUE,94.27562,0.04537566,0.04504192,21,22,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920288.25,3950438,0,0,1.637193,527.7957,1.047826,-14.57722,113.989,1,1.615301,0,0,0,0,TRUE,93.88302,0.04337034,0.04299431,21,21,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920288.3125,3950437.75,0,0,1.637211,527.6975,1.040529,-14.51176,110.384,1,1.615301,0,0,0,0,TRUE,93.88338,0.04337216,0.04299409,21,21,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920290.3125,3950438,0,0,1.616678,523.6393,0.9356594,-14.06179,110.242,1,1.615301,0,0,0,0,TRUE,93.47272,0.04136929,0.04094651,21,20,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920292.3125,3950438.5,0,0,1.594879,521.0339,0.9110672,-14.27222,112.157,1,1.615301,0,0,0,0,TRUE,93.03673,0.039344,0.03889921,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920292.4375,3950438,0,0,1.594873,521.0862,0.9101216,-14.27231,114.167,1,1.615301,0,0,0,0,TRUE,93.03662,0.03934349,0.0388987,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920292.75,3950436.75,0,0,1.594849,520.9716,0.9062824,-14.2727,113.427,1,1.615301,0,0,0,0,TRUE,93.03615,0.03934138,0.03889656,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920260,3950433,0,0,1.855265,607.3243,1.495235,-11.40515,119.342,1,1.855932,0,0,0,0,TRUE,98.24447,0.07165813,0.07165813,21,35,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920262.0625,3950433.25,0,0,1.842676,602.3986,1.554928,-13.00335,119.409,1,1.855932,0,0,0,0,TRUE,97.99268,0.06961066,0.06961066,21,34,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920264.0625,3950433.5,0,0,1.829709,596.7806,1.618836,-13.27122,117.859,1,1.855932,0,0,0,0,TRUE,97.73335,0.06756308,0.06756308,21,33,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920264.125,3950433.25,0,0,1.829708,596.9404,1.61844,-13.2852,114.334,1,1.855932,0,0,0,0,TRUE,97.73333,0.06756291,0.06756291,21,33,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920266.1875,3950433.5,0,0,1.816343,590.5197,1.588776,-13.11847,121.748,1,1.855932,0,0,0,0,TRUE,97.46602,0.06551531,0.06551531,21,32,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920266.1875,3950433.25,0,0,1.816341,590.7329,1.589972,-13.14856,115.618,1,1.855932,0,0,0,0,TRUE,97.46599,0.0655151,0.0655151,21,32,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920268.25,3950433.5,0,0,1.802551,584.2367,1.475789,-12.51727,123.409,1,1.855932,0,0,0,0,TRUE,97.19019,0.06346751,0.06346751,21,31,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920268.1875,3950433.75,0,0,1.802553,584.0159,1.467198,-12.43895,117.622,1,1.855932,0,0,0,0,TRUE,97.19022,0.06346772,0.06346772,21,31,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920270.1875,3950434.25,0,0,1.788314,577.9755,1.296932,-11.3639,120.867,1,1.855932,0,0,0,0,TRUE,96.90543,0.06142055,0.06142055,21,30,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920272.1875,3950434.75,0,0,1.773592,573.5115,1.262824,-11.26724,119.559,1,1.775,0,0,0,0,TRUE,96.61099,0.05937335,0.05937335,21,29,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920272.1875,3950434.75,0,0,1.773591,573.4802,1.271172,-11.33668,112.544,1,1.775,0,0,0,0,TRUE,96.61097,0.05937322,0.05937322,21,29,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920274.25,3950435,0,0,1.758348,568.7319,1.291078,-11.89847,117.184,1,1.775,0,0,0,0,TRUE,96.30613,0.05732556,0.05732556,21,28,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920276.3125,3950435,0,0,1.742552,563.3735,1.327582,-13.23094,117.788,1,1.775,0,0,0,0,TRUE,95.9902,0.05527792,0.05527792,21,27,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920278.25,3950435.75,0,0,1.726163,557.8959,1.359142,-14.89441,118.977,1,1.775,0,0,0,0,TRUE,95.66241,0.05323077,0.05323077,21,26,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920293.125,3950435.25,0,0,1.594822,520.0292,0.901915,-14.11823,112.316,1,1.615301,0,0,0,0,TRUE,93.03561,0.0393389,0.03889405,21,19,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920254,3950431.75,0,0,1.890981,619.0775,1.413509,-9.609392,121.639,1,1.855932,0,0,0,0,TRUE,98.95878,0.07780024,0.07780024,21,38,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920256.0625,3950432,0,0,1.879398,615.499,1.387617,-9.578138,117.133,1,1.855932,0,0,0,0,TRUE,98.72711,0.07575259,0.07575259,21,37,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920256.0625,3950431.75,0,0,1.879396,615.6348,1.387336,-9.578149,117.933,1,1.855932,0,0,0,0,TRUE,98.72709,0.07575238,0.07575238,21,37,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920258.125,3950432,0,0,1.867497,611.9976,1.439092,-10.36085,116.819,1,1.855932,0,0,0,0,TRUE,98.4891,0.07370496,0.07370496,23,36,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920260.0625,3950432.75,0,0,1.855265,607.428,1.495282,-11.39777,120.2,1,1.855932,0,0,0,0,TRUE,98.24445,0.07165797,0.07165797,21,35,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920233.9375,3950427.5,0,0,1.992437,655.7724,1.275803,-7.654569,118.785,1,1.992722,0,0,0,0,TRUE,100.9879,0.09827366,0.09827366,21,48,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920239.9375,3950428.75,0,0,1.964409,649.4896,1.447487,-8.84467,115.987,1,1.992722,0,0,0,0,TRUE,100.4273,0.09213161,0.09213161,21,45,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920242,3950429,0,0,1.954647,647.0939,1.506003,-9.257772,114.68,1,1.992722,0,0,0,0,TRUE,100.2321,0.09008385,0.09008385,21,44,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920244,3950429.25,0,0,1.944663,643.597,1.57521,-10.2597,118.758,1,1.992722,0,0,0,0,TRUE,100.0324,0.08803655,0.08803655,21,43,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920244,3950429.5,0,0,1.944664,643.3362,1.577997,-10.37671,118.453,1,1.992722,0,0,0,0,TRUE,100.0324,0.08803672,0.08803672,21,43,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920246,3950430,0,0,1.934445,639.1071,1.652525,-11.03986,117.133,1,1.93463,0,0,0,0,TRUE,99.82806,0.08598948,0.08598948,21,42,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920248,3950430.25,0,0,1.923979,634.6091,1.691131,-11.19045,118.924,1,1.93463,0,0,0,0,TRUE,99.61875,0.08394201,0.08394201,21,41,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920229.8125,3950427.25,0,0,2.010168,657.5751,1.187869,-7.315381,116.749,1,1.992722,0,0,0,0,TRUE,101.3425,0.102369,0.102369,23,50,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920229.875,3950427.25,0,0,2.010168,657.7715,1.18483,-7.308132,116.534,1,1.992722,0,0,0,0,TRUE,101.3425,0.1023688,0.1023688,23,50,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920231.875,3950427.5,0,0,2.001393,656.8387,1.229754,-7.469,112.209,1,1.992722,0,0,0,0,TRUE,101.167,0.1003213,0.1003213,23,49,TRUE,RAA1323000038_2_PCI 179__1m_Ave_Filter_Road_Open
920007.25,3951121.25,62.61512,0,2.086981,502.9851,0.1940327,19.69168,117.107,1,2.086912,0,0,105.8846,6.840092,TRUE,128.0235,0.1221745,0.1221745,21,60,FALSE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
920015,3951124.25,57.67646,0,2.115023,465.0926,0.1794152,11.10746,116.907,1,2.086912,0,0,105.8879,7.029957,TRUE,127.6269,0.1303236,0.1303236,21,64,FALSE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
920020.5,3951127,38.48923,0,2.134921,442.0364,0.170521,18.97203,116.002,1,2.135282,0,0,105.8886,6.857435,TRUE,123.1112,0.1364334,0.1364334,21,67,FALSE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919977.4375,3951108,0,0,1.952236,479.7022,0.2991825,-3.842268,109.752,1,1.952684,0,0,0,0,TRUE,100.1839,0.08958507,0.08958507,23,44,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919979.3125,3951108.75,0,0,1.962001,474.3589,0.2763078,-3.757908,113.297,1,1.952684,0,0,0,0,TRUE,100.3792,0.09162222,0.09162222,23,45,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919983,3951110.5,0,0,1.980892,469.7805,0.5001161,-4.74173,115.085,0,0,0,0,0,0,FALSE,100.757,0.09569556,0.09569556,21,47,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919984.875,3951111.25,47.73561,0,1.990038,522.1166,0.2014129,54.89285,110.745,1,1.952684,0,0,93.66018,8.05006,TRUE,120.7672,0.09773236,0.09773236,21,48,FALSE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919986.75,3951112.25,45.54819,0,1.998996,514.8442,0.1986075,42.67717,110.465,0,0,0,0,93.66077,7.586635,FALSE,120.4758,0.09976909,0.09976909,21,49,FALSE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919962.125,3951101.75,0,0,1.865031,530.6681,0.3457937,-3.944468,109.987,1,1.865436,0,0,0,0,TRUE,98.43977,0.07328764,0.07328764,21,36,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919963.9375,3951102.5,0,0,1.876935,523.9457,0.2611409,-3.432334,105.125,1,1.865436,0,0,0,0,TRUE,98.67786,0.07532428,0.07532428,23,37,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919965.875,3951103.25,0,0,1.888526,516.035,0.271168,-3.52747,106.842,1,1.865436,0,0,0,0,TRUE,98.90968,0.07736167,0.07736167,23,38,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919967.75,3951104.25,0,0,1.899812,509.8897,0.328332,-3.843906,114.911,1,1.865436,0,0,0,0,TRUE,99.13541,0.07939854,0.07939854,21,39,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919967.9375,3951104,0,0,1.899819,507.335,0.3294146,-3.887531,107.656,1,1.865436,0,0,0,0,TRUE,99.13554,0.07939973,0.07939973,21,39,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919969.75,3951104.75,0,0,1.910818,502.4467,0.3810125,-4.151578,108.3,1,1.865436,0,0,0,0,TRUE,99.35553,0.08143634,0.08143634,21,40,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919969.8125,3951104.75,0,0,1.910821,501.4964,0.3812351,-4.163785,112.553,1,1.865436,0,0,0,0,TRUE,99.35558,0.08143678,0.08143678,21,40,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919971.6875,3951105.5,0,0,1.921549,496.3651,0.3733995,-4.128042,113.054,1,1.952684,0,0,0,0,TRUE,99.57014,0.08347358,0.08347358,21,41,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919973.5,3951106.5,0,0,1.932018,491.4796,0.3388089,-3.968258,109.708,1,1.952684,0,0,0,0,TRUE,99.77953,0.08551025,0.08551025,21,42,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919975.4375,3951107.25,0,0,1.942243,485.987,0.3138893,-3.87084,114.558,1,1.952684,0,0,0,0,TRUE,99.98402,0.08754735,0.08754735,21,43,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919975.5,3951107.25,0,0,1.942246,485.0802,0.3238087,-3.93543,113.613,1,1.952684,0,0,0,0,TRUE,99.98408,0.08754795,0.08754795,21,43,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919949,3951095.75,0,0,1.771071,563.1235,1.107265,-10.19711,102.34,1,1.771752,0,0,0,0,TRUE,96.56059,0.05902981,0.05902981,21,29,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919950.75,3951096.75,0,0,1.785796,564.3528,0.9995443,-9.4354,99.599,1,1.771752,0,0,0,0,TRUE,96.85508,0.06106552,0.06106552,21,30,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919950.75,3951096.75,0,0,1.785796,564.3069,0.9990945,-9.43338,105.457,1,1.771752,0,0,0,0,TRUE,96.85509,0.06106554,0.06106554,21,30,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919952.375,3951098,0,0,1.800035,564.3345,0.8118847,-8.059233,107.912,1,1.771752,0,0,0,0,TRUE,97.13987,0.06310088,0.06310088,8,31,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919954.25,3951098.75,0,0,1.813831,559.5421,0.6234827,-6.346335,107.976,1,1.771752,0,0,0,0,TRUE,97.41579,0.06513754,0.06513754,23,32,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919956.125,3951099.75,0,0,1.827205,553.4724,0.5678326,-5.585579,102.84,1,1.865436,0,0,0,0,TRUE,97.68326,0.06717458,0.06717458,23,33,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919956.3125,3951099.5,0,0,1.827213,550.5095,0.5675026,-5.584445,103.003,1,1.865436,0,0,0,0,TRUE,97.68343,0.06717584,0.06717584,23,33,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919958.1875,3951100.25,0,0,1.840187,544.9047,0.5700518,-5.482222,112.323,1,1.865436,0,0,0,0,TRUE,97.94289,0.06921285,0.06921285,21,34,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919960.1875,3951101,0,0,1.852788,537.7008,0.5110403,-5.014386,104.721,1,1.865436,0,0,0,0,TRUE,98.19493,0.0712506,0.0712506,21,35,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919933.6875,3951089,0,0,1.630761,549.0035,1.162591,-13.90226,94.24,1,1.630759,0,0,0,0,TRUE,93.75439,0.0427328,0.0427328,21,21,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919935.5,3951090,0,0,1.650977,551.7897,1.167462,-13.33708,94.62,1,1.630759,0,0,0,0,TRUE,94.1587,0.04476894,0.04476894,21,22,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919935.625,3951089.75,0,0,1.650986,550.0075,1.162624,-13.45852,106.196,1,1.630759,0,0,0,0,TRUE,94.15888,0.0447699,0.0447699,21,22,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919937.4375,3951090.75,0,0,1.670306,554.2589,1.328265,-14.79454,99.436,1,1.630759,0,0,0,0,TRUE,94.54528,0.04680648,0.04680648,21,23,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919937.6875,3951090.5,0,0,1.670319,551.5341,1.309255,-14.83494,102.066,1,1.630759,0,0,0,0,TRUE,94.54554,0.04680787,0.04680787,21,23,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919939.375,3951091.5,0,0,1.68881,557.8798,1.417144,-15.5454,103.621,1,1.630759,0,0,0,0,TRUE,94.91535,0.04884381,0.04884381,21,24,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919939.5625,3951091.25,0,0,1.68882,555.6512,1.408439,-15.58162,95.051,1,1.630759,0,0,0,0,TRUE,94.91556,0.04884496,0.04884496,21,24,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919941.4375,3951092.25,0,0,1.70656,559.8851,1.360877,-15.30359,101.795,1,1.771752,0,0,0,0,TRUE,95.27036,0.05088153,0.05088153,21,25,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919943.25,3951093.25,0,0,1.723606,562.482,1.285632,-12.61827,98.175,1,1.771752,0,0,0,0,TRUE,95.61129,0.05291836,0.05291836,21,26,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919943.4375,3951093,0,0,1.723617,559.9243,1.268418,-12.5874,98.474,1,1.771752,0,0,0,0,TRUE,95.6115,0.05291966,0.05291966,21,26,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919945.375,3951093.75,0,0,1.74002,561.1097,1.203992,-11.27327,104.509,1,1.771752,0,0,0,0,TRUE,95.93957,0.05495665,0.05495665,21,27,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919947.125,3951094.75,0,0,1.755819,563.4668,1.157837,-10.59723,105.149,1,1.771752,0,0,0,0,TRUE,96.25555,0.05699272,0.05699272,21,28,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919947.3125,3951094.5,0,0,1.75583,560.6794,1.144095,-10.59671,101.474,1,1.771752,0,0,0,0,TRUE,96.25575,0.05699408,0.05699408,21,28,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919917.75,3951082.25,0,0,1.426067,504.3611,0.6729822,-13.95957,102.704,0,0,0,0,0,0,FALSE,89.6605,0.02667269,0.02643345,21,13,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919922,3951083.75,41.52269,0,1.484437,551.459,0.4680008,26.86521,87.707,1,1.630759,0,0,26.44165,3.744589,TRUE,102.1975,0.0305096,0.0305096,8,15,FALSE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919923.875,3951084.75,0,0,1.512498,524.1317,1.057653,-16.38729,95.673,1,1.630759,0,0,0,0,TRUE,91.38913,0.03254605,0.03254605,21,16,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919925.8125,3951085.75,0,0,1.538863,530.379,1.145297,-16.53743,90.235,1,1.630759,0,0,0,0,TRUE,91.91643,0.03458304,0.03458304,21,17,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919926.0625,3951085.5,0,0,1.538884,529.4058,1.120212,-16.25691,90.125,1,1.630759,0,0,0,0,TRUE,91.91684,0.0345847,0.0345847,21,17,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919927.875,3951086.5,0,0,1.56373,536.3316,1.232326,-16.79881,91.176,1,1.630759,0,0,0,0,TRUE,92.41377,0.03662102,0.03662102,21,18,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919928.1875,3951086,0,0,1.563756,534.7048,1.201023,-16.42138,87.276,1,1.630759,0,0,0,0,TRUE,92.41428,0.03662317,0.03662317,21,18,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919929.9375,3951087.25,0,0,1.587251,542.5062,1.31014,-16.98124,89.268,1,1.630759,0,0,0,0,TRUE,92.88418,0.03865903,0.03865903,21,19,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919931.8125,3951088,0,0,1.609549,547.1366,1.234924,-16.0224,90.985,1,1.630759,0,0,0,0,TRUE,93.33014,0.04069572,0.04069572,21,20,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919931.9375,3951088,0,0,1.609561,545.3571,1.209105,-15.79262,93.175,1,1.630759,0,0,0,0,TRUE,93.33038,0.04069689,0.04069689,21,20,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919904.625,3951075.75,0,0,1.173305,503.5488,0.8122332,-21.87836,108.893,1,1.170271,0,0,0,0,TRUE,84.60526,0.01490408,0.01421068,21,7,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919906.4375,3951077.25,0,0,1.225679,506.0862,0.8486742,-20.93904,105.617,1,1.170271,0,0,0,0,TRUE,85.65274,0.01681431,0.01624479,21,8,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919907,3951077.25,0,0,1.225247,506.3141,0.8493324,-20.65685,110.524,1,1.170271,0,0,0,0,TRUE,85.6441,0.01679759,0.01624677,21,8,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919908.625,3951078.5,0,0,1.273646,507.7326,0.7839362,-17.44722,104.964,1,1.170271,0,0,0,0,TRUE,86.61208,0.01877784,0.0182809,21,9,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919909.25,3951078.25,0,0,1.273238,507.5796,0.7751952,-17.24993,98.614,1,1.170271,0,0,0,0,TRUE,86.60391,0.01876021,0.01828361,21,9,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919911.0625,3951079.5,0,0,1.317034,505.9891,0.7131214,-15.07886,99.499,1,1.170271,0,0,0,0,TRUE,87.47984,0.02075076,0.02031906,21,10,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919911.8125,3951079,0,0,1.316271,506.7293,0.7245329,-15.03631,95.897,1,1.170271,0,0,0,0,TRUE,87.46458,0.02071433,0.02032292,21,10,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919913.5625,3951080.25,0,0,1.355512,506.9733,0.7703772,-15.06311,96.597,1,1.170271,0,0,0,0,TRUE,88.2494,0.02267315,0.02235813,21,11,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919914,3951080,0,0,1.355338,506.1628,0.7623218,-14.99102,94.257,1,1.170271,0,0,0,0,TRUE,88.24592,0.02266407,0.02236056,21,11,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919915.6875,3951081.25,0,0,1.391402,508.062,0.8453478,-15.93681,90.899,1,1.170271,0,0,0,0,TRUE,88.96721,0.02462648,0.0243957,21,12,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919916.0625,3951081,0,0,1.391258,507.4777,0.8500954,-16.19042,97.039,1,1.170271,0,0,0,0,TRUE,88.96432,0.02461829,0.02439788,21,12,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919899.125,3951072.5,0,0,1.047998,508.4091,0.8173344,-25.24493,102.24,1,1.170271,0,0,0,0,TRUE,82.09911,0.01116857,0.01014522,21,5,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919900.4375,3951072.5,0,0,1.045151,507.5923,0.8181347,-25.37321,108.148,1,1.170271,0,0,0,0,TRUE,82.04218,0.01109559,0.01014516,21,5,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
919901.5,3951074.5,0,0,1.113199,508.2749,0.8185781,-23.30417,110.681,1,1.170271,0,0,0,0,TRUE,83.40314,0.01297773,0.01217512,21,6,TRUE,RAA1323000049_1_PCI 518__1m_Ave_Filter_Road_Open
